"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"92","1968","11","Tamil Nadu","Thirunelveli","140.5","239.0","1701.07"
"92","1969","11","Tamil Nadu","Thirunelveli","136.3","283.9","2082.91"
"92","1970","11","Tamil Nadu","Thirunelveli","126.9","338.9","2670.61"
"92","1971","11","Tamil Nadu","Thirunelveli","150.6","395.3","2624.83"
"92","1972","11","Tamil Nadu","Thirunelveli","160.6","349.0","2173.1"
"92","1973","11","Tamil Nadu","Thirunelveli","159.1","418.8","2632.31"
"92","1974","11","Tamil Nadu","Thirunelveli","124.6","251.4","2017.66"
"92","1975","11","Tamil Nadu","Thirunelveli","112.3","228.1","2031.17"
"92","1976","11","Tamil Nadu","Thirunelveli","106.3","260.4","2449.67"
"92","1977","11","Tamil Nadu","Thirunelveli","167.8","451.5","2690.7"
"92","1978","11","Tamil Nadu","Thirunelveli","149.2","403.4","2703.75"
"92","1979","11","Tamil Nadu","Thirunelveli","171.1","394.8","2307.42"
"92","1980","11","Tamil Nadu","Thirunelveli","156.4","369.9","2365.09"
"92","1981","11","Tamil Nadu","Thirunelveli","135.1","330.8","2448.56"
"92","1982","11","Tamil Nadu","Thirunelveli","109.0","260.0","2385.32"
"92","1983","11","Tamil Nadu","Thirunelveli","111.7","244.0","2184.42"
"92","1984","11","Tamil Nadu","Thirunelveli","138.0","331.0","2398.55"
"92","1985","11","Tamil Nadu","Thirunelveli","126.0","397.4","3153.97"
"92","1986","11","Tamil Nadu","Thirunelveli","77.7","237.4","3055.34"
"92","1987","11","Tamil Nadu","Thirunelveli","87.0","241.0","2770.11"
"92","1988","11","Tamil Nadu","Thirunelveli","103.7","355.5","3428.16"
"92","1989","11","Tamil Nadu","Thirunelveli","108.2","359.0","3317.93"
"92","1990","11","Tamil Nadu","Thirunelveli","130.19","534.26","4103.69"
"92","1991","11","Tamil Nadu","Thirunelveli","130.93","428.24","3270.76"
"92","1992","11","Tamil Nadu","Thirunelveli","130.64","522.47","3999.31"
"92","1993","11","Tamil Nadu","Thirunelveli","131.0","496.0","3786.26"
"92","1994","11","Tamil Nadu","Thirunelveli","132.48","611.27","4614.05"
"92","1995","11","Tamil Nadu","Thirunelveli","102.14","424.77","4158.7"
"92","1996","11","Tamil Nadu","Thirunelveli","82.45","325.56","3948.57"
"92","1997","11","Tamil Nadu","Thirunelveli","106.69","404.3","3789.48"
"92","1998","11","Tamil Nadu","Thirunelveli","113.5","510.33","4496.3"
"92","1999","11","Tamil Nadu","Thirunelveli","103.92","469.73","4520.11"
"92","2000","11","Tamil Nadu","Thirunelveli","91.91","406.93","4427.48"
"92","2001","11","Tamil Nadu","Thirunelveli","82.18","332.91","4050.99"
"92","2002","11","Tamil Nadu","Thirunelveli","80.93","330.79","4087.36"
"92","2003","11","Tamil Nadu","Thirunelveli","66.01","254.74","3859.11"
"92","2004","11","Tamil Nadu","Thirunelveli","103.25","426.85","4134.14"
"92","2005","11","Tamil Nadu","Thirunelveli","106.33","390.89","3676.2"
"92","2006","11","Tamil Nadu","Thirunelveli","113.26","479.28","4231.68"
"92","2007","11","Tamil Nadu","Thirunelveli","101.77","388.68","3819.2"
"92","2008","11","Tamil Nadu","Thirunelveli","113.72","482.37","4241.73"
"92","2009","11","Tamil Nadu","Thirunelveli","105.54","452.56","4288.04"
"92","2010","11","Tamil Nadu","Thirunelveli","99.77","441.26","4422.77"
"92","2011","11","Tamil Nadu","Thirunelveli","121.6","441.97","3634.62"
"92","2012","11","Tamil Nadu","Thirunelveli","51.63","207.05","4010.27"
"92","2013","11","Tamil Nadu","Thirunelveli","74.01","418.44","5653.83"
"92","2014","11","Tamil Nadu","Thirunelveli","101.1","517.33","5117.01"
"92","2015","11","Tamil Nadu","Thirunelveli","117.07","563.01","4809.17"
"92","2016","11","Tamil Nadu","Thirunelveli","48.44","179.75","3710.76"
"92","2017","11","Tamil Nadu","Thirunelveli","77.0","355.16","4612.54"
"93","1966","11","Tamil Nadu","The Nilgiris","3.0","3.0","1000.0"
"93","1967","11","Tamil Nadu","The Nilgiris","3.0","3.0","1000.0"
"93","1968","11","Tamil Nadu","The Nilgiris","3.0","4.0","1333.33"
"93","1969","11","Tamil Nadu","The Nilgiris","3.2","5.6","1750.0"
"93","1970","11","Tamil Nadu","The Nilgiris","3.2","3.2","1000.0"
"93","1971","11","Tamil Nadu","The Nilgiris","3.6","4.9","1361.11"
"93","1972","11","Tamil Nadu","The Nilgiris","3.6","4.8","1333.33"
"93","1973","11","Tamil Nadu","The Nilgiris","3.2","7.1","2218.75"
"93","1974","11","Tamil Nadu","The Nilgiris","3.5","8.5","2428.57"
"93","1975","11","Tamil Nadu","The Nilgiris","3.4","4.7","1382.35"
"93","1976","11","Tamil Nadu","The Nilgiris","3.4","5.4","1588.24"
"93","1977","11","Tamil Nadu","The Nilgiris","3.2","7.6","2375.0"
"93","1978","11","Tamil Nadu","The Nilgiris","3.4","5.2","1529.41"
"93","1979","11","Tamil Nadu","The Nilgiris","3.9","5.6","1435.9"
"93","1980","11","Tamil Nadu","The Nilgiris","3.0","4.8","1600.0"
"93","1981","11","Tamil Nadu","The Nilgiris","3.3","5.5","1666.67"
"93","1982","11","Tamil Nadu","The Nilgiris","3.0","4.0","1333.33"
"93","1983","11","Tamil Nadu","The Nilgiris","3.1","3.7","1193.55"
"93","1984","11","Tamil Nadu","The Nilgiris","3.0","4.0","1333.33"
"93","1985","11","Tamil Nadu","The Nilgiris","3.4","5.1","1500.0"
"93","1986","11","Tamil Nadu","The Nilgiris","3.0","3.0","1000.0"
"93","1987","11","Tamil Nadu","The Nilgiris","2.0","3.0","1500.0"
"93","1988","11","Tamil Nadu","The Nilgiris","2.5","4.5","1800.0"
"93","1989","11","Tamil Nadu","The Nilgiris","2.4","3.1","1291.67"
"93","1990","11","Tamil Nadu","The Nilgiris","2.78","6.89","2478.42"
"93","1991","11","Tamil Nadu","The Nilgiris","1.56","4.87","3121.79"
"93","1992","11","Tamil Nadu","The Nilgiris","1.87","3.84","2053.48"
"93","1993","11","Tamil Nadu","The Nilgiris","2.0","3.0","1500.0"
"93","1994","11","Tamil Nadu","The Nilgiris","1.59","3.16","1987.42"
"93","1995","11","Tamil Nadu","The Nilgiris","1.68","2.25","1339.29"
"93","1996","11","Tamil Nadu","The Nilgiris","1.94","3.08","1587.63"
"93","1997","11","Tamil Nadu","The Nilgiris","1.72","5.98","3476.74"
"93","1998","11","Tamil Nadu","The Nilgiris","1.74","7.05","4051.72"
"93","1999","11","Tamil Nadu","The Nilgiris","1.95","7.98","4092.31"
"93","2000","11","Tamil Nadu","The Nilgiris","2.03","8.35","4113.3"
"93","2001","11","Tamil Nadu","The Nilgiris","2.15","8.44","3925.58"
"93","2002","11","Tamil Nadu","The Nilgiris","1.85","6.23","3367.57"
"93","2003","11","Tamil Nadu","The Nilgiris","1.64","5.41","3298.78"
"93","2004","11","Tamil Nadu","The Nilgiris","1.44","4.76","3305.56"
"93","2005","11","Tamil Nadu","The Nilgiris","1.43","4.72","3300.7"
"93","2006","11","Tamil Nadu","The Nilgiris","1.25","4.0","3200.0"
"93","2007","11","Tamil Nadu","The Nilgiris","1.11","4.29","3864.86"
"93","2008","11","Tamil Nadu","The Nilgiris","0.78","3.05","3910.26"
"93","2009","11","Tamil Nadu","The Nilgiris","0.51","1.78","3490.2"
"93","2010","11","Tamil Nadu","The Nilgiris","0.39","1.4","3589.74"
"93","2011","11","Tamil Nadu","The Nilgiris","0.4","1.65","4125.0"
"93","2012","11","Tamil Nadu","The Nilgiris","0.29","1.15","3965.52"
"93","2013","11","Tamil Nadu","The Nilgiris","0.33","1.42","4303.03"
"93","2014","11","Tamil Nadu","The Nilgiris","0.03","0.15","5000.0"
"93","2015","11","Tamil Nadu","The Nilgiris","0.32","1.42","4437.5"
"93","2016","11","Tamil Nadu","The Nilgiris","0.24","1.04","4292.18"
"93","2017","11","Tamil Nadu","The Nilgiris","0.24","0.92","3853.56"
"94","1966","11","Tamil Nadu","Kanyakumari","56.0","95.0","1696.43"
"94","1967","11","Tamil Nadu","Kanyakumari","57.0","103.0","1807.02"
"94","1968","11","Tamil Nadu","Kanyakumari","57.4","116.0","2020.91"
"94","1969","11","Tamil Nadu","Kanyakumari","58.0","83.2","1434.48"
"94","1970","11","Tamil Nadu","Kanyakumari","58.5","110.3","1885.47"
"94","1971","11","Tamil Nadu","Kanyakumari","62.1","152.4","2454.11"
"94","1972","11","Tamil Nadu","Kanyakumari","61.7","137.3","2225.28"
"94","1973","11","Tamil Nadu","Kanyakumari","54.5","113.6","2084.4"
"94","1974","11","Tamil Nadu","Kanyakumari","52.7","106.3","2017.08"
"94","1975","11","Tamil Nadu","Kanyakumari","53.0","116.1","2190.57"
"94","1976","11","Tamil Nadu","Kanyakumari","44.6","90.0","2017.94"
"94","1977","11","Tamil Nadu","Kanyakumari","49.2","115.2","2341.46"
"94","1978","11","Tamil Nadu","Kanyakumari","46.3","98.9","2136.07"
"94","1979","11","Tamil Nadu","Kanyakumari","49.9","126.2","2529.06"
"94","1980","11","Tamil Nadu","Kanyakumari","43.7","95.4","2183.07"
"94","1981","11","Tamil Nadu","Kanyakumari","48.1","114.1","2372.14"
"94","1982","11","Tamil Nadu","Kanyakumari","46.0","99.0","2152.17"
"94","1983","11","Tamil Nadu","Kanyakumari","39.0","74.9","1920.51"
"94","1984","11","Tamil Nadu","Kanyakumari","46.0","95.0","2065.22"
"94","1985","11","Tamil Nadu","Kanyakumari","44.2","117.9","2667.42"
"94","1986","11","Tamil Nadu","Kanyakumari","30.0","49.0","1633.33"
"94","1987","11","Tamil Nadu","Kanyakumari","33.0","45.0","1363.64"
"94","1988","11","Tamil Nadu","Kanyakumari","45.5","154.4","3393.41"
"94","1989","11","Tamil Nadu","Kanyakumari","43.9","144.1","3282.46"
"94","1990","11","Tamil Nadu","Kanyakumari","41.23","127.82","3100.17"
"94","1991","11","Tamil Nadu","Kanyakumari","40.57","143.22","3530.19"
"94","1992","11","Tamil Nadu","Kanyakumari","38.79","118.92","3065.74"
"94","1993","11","Tamil Nadu","Kanyakumari","42.0","142.0","3380.95"
"94","1994","11","Tamil Nadu","Kanyakumari","37.57","151.65","4036.47"
"94","1995","11","Tamil Nadu","Kanyakumari","36.02","148.73","4129.09"
"94","1996","11","Tamil Nadu","Kanyakumari","33.66","138.93","4127.45"
"94","1997","11","Tamil Nadu","Kanyakumari","31.24","118.64","3797.7"
"94","1998","11","Tamil Nadu","Kanyakumari","32.0","152.8","4775.0"
"94","1999","11","Tamil Nadu","Kanyakumari","31.48","149.48","4748.41"
"94","2000","11","Tamil Nadu","Kanyakumari","28.59","135.0","4721.93"
"94","2001","11","Tamil Nadu","Kanyakumari","28.23","121.39","4300.04"
"94","2002","11","Tamil Nadu","Kanyakumari","26.05","98.47","3780.04"
"94","2003","11","Tamil Nadu","Kanyakumari","17.32","52.9","3054.27"
"94","2004","11","Tamil Nadu","Kanyakumari","22.02","86.49","3927.79"
"94","2005","11","Tamil Nadu","Kanyakumari","21.71","82.52","3801.01"
"94","2006","11","Tamil Nadu","Kanyakumari","21.41","94.13","4396.54"
"94","2007","11","Tamil Nadu","Kanyakumari","20.35","90.21","4432.92"
"94","2008","11","Tamil Nadu","Kanyakumari","18.19","83.66","4599.23"
"94","2009","11","Tamil Nadu","Kanyakumari","17.31","76.24","4404.39"
"94","2010","11","Tamil Nadu","Kanyakumari","16.99","80.39","4731.61"
"94","2011","11","Tamil Nadu","Kanyakumari","16.62","90.11","5421.78"
"94","2012","11","Tamil Nadu","Kanyakumari","12.41","57.88","4663.98"
"94","2013","11","Tamil Nadu","Kanyakumari","13.62","66.7","4897.21"
"94","2014","11","Tamil Nadu","Kanyakumari","13.18","66.94","5078.91"
"94","2015","11","Tamil Nadu","Kanyakumari","12.96","55.79","4304.78"
"94","2016","11","Tamil Nadu","Kanyakumari","12.16","48.67","4003.78"
"94","2017","11","Tamil Nadu","Kanyakumari","9.63","33.03","3431.03"
